Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	mitotic spindle (GO:0072686)	35/120	3.446418e-03	1.100392e-01	0	0	1.799441e+00	1.020358e+01	DCTN1;HEPACAM2;KIF11;CDC14A;CDC14B;GOLGA2;RACGAP1;CDC27;CEP170;MAP4;ECT2;FAM83D;CLASP1;SPAG5;CKAP2L;LIMK2;KIF23;DYNLL1;EML1;GEM;HAUS2;IL17RB;AGBL5;ATAT1;TBCK;TPX2;KIF18A;NIN;NCOR1;FAM161A;ESPL1;TFDP2;KIFC1;EFHC1;PKP4
GO_Cellular_Component_2021	axon (GO:0030424)	54/204	3.749556e-03	1.117368e-01	0	0	1.574988e+00	8.798067e+00	NRP1;KCNC3;LRRK2;DOCK7;GRIK3;ELAVL4;MYPN;SLC8A1;IGF1R;SLC8A2;GRM3;UNC80;C4A;GRM2;CALB1;KIF13B;KIF1C;DIP2B;KIF1A;BSN;EPHB2;ATP7A;SPG11;EPHA5;EPHA4;DSCAM;MUL1;COBL;OPRM1;PRSS12;SRCIN1;DNM2;DNM3;PALLD;FEZ1;SCN8A;ALDH1A1;HEPACAM;DCTN1;SEMA3A;ADAM22;HTT;NEXN;IQGAP1;IGSF9;NTF3;MAP4;SCN3A;SYT1;INSR;MX2;DAB2IP;NFIB;NF1
GO_Cellular_Component_2021	spindle (GO:0005819)	51/192	4.405292e-03	1.230728e-01	0	0	1.582030e+00	8.582430e+00	HEPACAM2;KIF11;CDC14A;CDC14B;GOLGA2;CAPN6;CSPP1;CDC27;CEP170;EMD;PARP4;CKAP2L;ANXA11;KIF23;DYNLL1;EML1;GEM;IL17RB;NCOR1;FAM161A;ESPL1;KIF2A;TFDP2;KATNAL2;KIFC1;EFHC1;PKP4;KIF20A;MAPRE1;DCTN1;SHCBP1L;TTK;RACGAP1;KATNA1;MAP4;ECT2;FAM83D;CLASP1;SPAG5;CCDC57;LIMK2;CBX1;PLK1;AGBL5;ATAT1;TBCK;TPX2;NIN;PRC1;MMS19;TUBGCP3
GO_Cellular_Component_2021	voltage-gated calcium channel complex (GO:0005891)	12/31	7.328072e-03	1.926852e-01	0	0	2.754193e+00	1.353973e+01	CACNB2;CATSPER3;CATSPER2;CACNA2D1;PDE4D;PDE4B;CACHD1;CACNA1D;CACNA1C;CACNA1S;CACNA1F;CACNA1G
GO_Cellular_Component_2021	microfibril (GO:0001527)	6/11	8.261549e-03	2.051618e-01	0	0	5.229054e+00	2.507929e+01	FBN2;ADAMTSL5;LTBP4;LTBP1;ADAMTS10;FBN1
GO_Cellular_Component_2021	sodium channel complex (GO:0034706)	10/25	1.078134e-02	2.536452e-01	0	0	2.906359e+00	1.316563e+01	CACNA1I;SCN8A;SCNN1A;GRIK3;GRIK4;SCN3B;SCN3A;SCN4B;CACNA1G;TRPM4
GO_Cellular_Component_2021	cation channel complex (GO:0034703)	22/73	1.210896e-02	2.688024e-01	0	0	1.882480e+00	8.308906e+00	RYR1;TRPC7;RYR2;TRPC5;TRPC6;PDE4D;ATP2A1;HTR3A;KCNAB1;HTR3B;PKD1L3;PKD1;RYR3;SHISA6;UNC80;DLG4;AKAP9;SCNN1A;VWC2L;PTK2B;MCU;TRPM4
GO_Cellular_Component_2021	dystroglycan complex (GO:0016011)	4/6	1.322965e-02	2.688024e-01	0	0	8.712028e+00	3.768209e+01	SGCE;SGCD;DAG1;SGCZ
GO_Cellular_Component_2021	myosin filament (GO:0032982)	4/6	1.322965e-02	2.688024e-01	0	0	8.712028e+00	3.768209e+01	MYH8;MYH9;MYH10;MYH7
GO_Cellular_Component_2021	filopodium membrane (GO:0031527)	6/12	1.393582e-02	2.708395e-01	0	0	4.357277e+00	1.861992e+01	TBC1D10C;DMD;ITGAV;UTRN;ANTXR1;SYNE2
GO_Cellular_Component_2021	TORC2 complex (GO:0031932)	5/9	1.464762e-02	2.728119e-01	0	0	5.445807e+00	2.300024e+01	SMG1;MAPKAP1;RICTOR;MTOR;TELO2
GO_Cellular_Component_2021	cell-cell junction (GO:0005911)	65/271	1.686581e-02	3.015606e-01	0	0	1.379774e+00	5.632881e+00	PTPRU;SNAP23;PTPRJ;PTPRK;CDH8;CDH6;FLOT1;HMCN1;ANXA2;ACTN1;HEG1;MAGI2;CASK;KAZN;FRMD4A;PARD3B;PARD3;CDH12;CDHR3;PKP4;DSG2;ITGA5;TLN1;DSC2;VCL;SDCCAG8;DSC3;SPTBN4;CRB1;CDCA3;USP53;HEPACAM;FBF1;HPN;PXN;NDRG1;ADD1;MTDH;SDCBP;PDZD2;PERP;CDH22;FLNA;CDH24;NPHP4;ECT2;PCDH1;PDLIM5;PDLIM4;PDLIM7;STARD10;CDC42BPB;BAIAP2;MPP7;SMAD7;TJP1;MYO1E;OCLN;DLG1;VANGL2;DNMBP;PTK7;FAT1;CTNNB1;ESAM
GO_Cellular_Component_2021	early endosome membrane (GO:0031901)	27/97	1.766178e-02	3.036468e-01	0	0	1.683523e+00	6.795293e+00	DAGLA;LITAF;TMEM163;PLD3;EGFR;LRP6;LAMP5;ZFYVE28;SNX3;GGA2;PMEPA1;ATP7A;EPHB1;ATP9A;VTI1B;EPHA4;OSBPL6;PLA2G4E;CAV1;SPHK1;VPS33B;SNX21;KREMEN2;BAIAP3;RABEP1;WDR81;ATP13A3
GO_Cellular_Component_2021	actin filament (GO:0005884)	21/72	2.034030e-02	3.367450e-01	0	0	1.796429e+00	6.997362e+00	SPTBN4;GAS2L3;ACTN3;ACTN2;ACTN1;WIPF3;TWF2;COBL;PAWR;MYO5A;TSC1;MYO9B;IQGAP1;ARHGAP6;AIF1;CORO1B;PALLD;MYO6;GAS2;LCP1;PLS1
GO_Cellular_Component_2021	caveola (GO:0005901)	18/60	2.291184e-02	3.657711e-01	0	0	1.869281e+00	7.058596e+00	ASAH2;SRC;LRRK2;CAV1;INSR;PTCH1;MYOF;ATP2B4;TFPI;LRP8;LRP6;KIF18A;DLC1;KCNMA1;FLOT1;PACSIN2;CDH13;BVES
GO_Cellular_Component_2021	kinetochore microtubule (GO:0005828)	4/7	2.632721e-02	3.796213e-01	0	0	5.807661e+00	2.112335e+01	CENPE;KIF18A;KNTC1;CLASP1
GO_Cellular_Component_2021	macropinosome (GO:0044354)	4/7	2.632721e-02	3.796213e-01	0	0	5.807661e+00	2.112335e+01	CLIP1;MMP14;ANKFY1;APPL2
GO_Cellular_Component_2021	pinosome (GO:0044352)	4/7	2.632721e-02	3.796213e-01	0	0	5.807661e+00	2.112335e+01	CLIP1;MMP14;ANKFY1;APPL2
GO_Cellular_Component_2021	secretory vesicle (GO:0099503)	10/29	3.232285e-02	4.515098e-01	0	0	2.293929e+00	7.872721e+00	SYT1;RAB3D;SYT10;SYTL1;IGF1;SYT9;SYTL5;BICD1;NKD2;SYTL2
GO_Cellular_Component_2021	dendrite cytoplasm (GO:0032839)	5/11	3.865362e-02	5.235808e-01	0	0	3.630091e+00	1.180910e+01	CDKL5;DLG4;MAP2;LRRK2;GRIK3
GO_Cellular_Component_2021	adherens junction (GO:0005912)	33/132	4.318918e-02	5.678106e-01	0	0	1.454644e+00	4.570731e+00	SPTBN4;CRB1;CDCA3;SNAP23;NDRG1;CDH8;ADD1;CDH6;SDCBP;CDH22;FLOT1;CDH24;HMCN1;PDLIM5;PDLIM4;PDLIM7;ANXA2;FRMD4A;BAIAP2;MPP7;PLEKHA7;SMAD7;PARD3B;TJP1;MYO1E;DLG1;PARD3;CDH12;CDHR3;CTNNB1;PKP4;TLN1;VCL
GO_Cellular_Component_2021	muscle myosin complex (GO:0005859)	6/15	4.553302e-02	5.815217e-01	0	0	2.904315e+00	8.972352e+00	MYH1;MYL3;MYH13;MYH8;MYL9;MYH7
GO_Cellular_Component_2021	sarcoglycan complex (GO:0016012)	3/5	4.829567e-02	5.908413e-01	0	0	6.532271e+00	1.979548e+01	SGCE;SGCD;SGCZ
GO_Cellular_Component_2021	actin-based cell projection (GO:0098858)	22/83	4.983971e-02	5.908413e-01	0	0	1.572906e+00	4.717055e+00	TENM2;GRXCR2;ANGPT1;ACTN2;LRRK2;STARD10;TWF2;PDGFA;MYO7A;VIL1;MYO1E;MYO1C;MYO1A;MYO3A;MYO6;DAG1;DMD;LCP1;UTRN;PROM1;RAPGEF3;CLRN1
GO_Cellular_Component_2021	ciliary membrane (GO:0060170)	10/31	5.022812e-02	5.908413e-01	0	0	2.075204e+00	6.207310e+00	EVC2;EVC;PTCH1;SCNN1A;CASK;CNGA4;EFCAB7;PKD1;SHANK2;GPR157
GO_Cellular_Component_2021	microvillus (GO:0005902)	16/57	5.453120e-02	6.139077e-01	0	0	1.701300e+00	4.949051e+00	GRXCR2;ANGPT1;LRRK2;STARD10;SYTL1;PDGFA;MYO7A;VIL1;MYO1E;MYO1C;MYO1A;MYO6;ITGAV;PROM1;RAPGEF3;CLRN1
GO_Cellular_Component_2021	neuron projection (GO:0043005)	119/556	5.521674e-02	6.139077e-01	0	0	1.191155e+00	3.450166e+00	CHRM2;FAM107A;SLC8A1;SLC8A2;IGF1R;C4A;GRIP1;HTR7;DIP2B;BSN;EPHB2;RGS8;EPHB1;FBXO7;EPHB3;EPHA5;EPHA4;EPHA7;UNC13A;DSCAM;EPHA8;MAGI2;MUL1;ANK2;SLC6A11;SRCIN1;GABRG1;FRMD7;FEZ1;SCN8A;RPL28;CHRNA1;SPTBN4;CHRNA3;CHRNA5;HEPACAM;SLC1A3;IQGAP1;IGSF9;CACNA1G;CACNA1I;HRH3;MAP2;ABL1;APOD;KCNN2;MAP4;CCDC141;SCN3A;BRINP3;SYT1;INSR;MYO5A;CPEB1;DLG1;DLG2;DLG4;NF1;STRN;IGSF9B;GABRB3;NRP1;PCSK1;TENM1;TENM2;TENM3;TENM4;KCNC3;LRRK2;DOCK7;GRIK3;ELAVL4;HTR2C;KIF17;MYPN;UNC80;GRM3;GRM2;CALB1;OPA1;KIF13B;KIF1C;KIF1A;ATP7A;SPG11;NPY5R;COBL;HTR3A;HTR3B;OPRM1;PRSS12;DNM2;DNM3;PALLD;ALDH1A1;CDH13;ARHGEF7;SHANK2;CAMK2D;DCTN1;SEMA3A;CAMK2A;ADAM22;OPRL1;HTT;NEXN;ADCY2;RELN;SV2C;SV2B;CHRNE;NTF3;PTK2B;CAMK2G;FARP1;RIC3;MX2;DAB2IP;RGS12
GO_Cellular_Component_2021	neuron projection cytoplasm (GO:0120111)	5/12	5.630921e-02	6.139077e-01	0	0	3.111315e+00	8.950934e+00	CDKL5;DLG4;MAP2;LRRK2;GRIK3
GO_Cellular_Component_2021	dense core granule (GO:0031045)	6/16	6.167212e-02	6.498337e-01	0	0	2.613723e+00	7.281632e+00	SYT1;ADAM8;MYRIP;KIF1A;SYT9;BAIAP3
GO_Cellular_Component_2021	sarcoplasmic reticulum membrane (GO:0033017)	9/28	6.292063e-02	6.498337e-01	0	0	2.063982e+00	5.708730e+00	RYR1;RYR2;JPH2;SLN;DMPK;ITPR2;ATP2A1;JPH1;RYR3
GO_Cellular_Component_2021	sarcoplasmic reticulum (GO:0016529)	13/45	6.396574e-02	6.498337e-01	0	0	1.770635e+00	4.868197e+00	RYR1;RYR2;DMPK;ITPR2;ATP2A1;JPH1;RYR3;SYNE2;THBS4;JPH2;SLN;CMYA5;NOS1
GO_Cellular_Component_2021	exocytic vesicle membrane (GO:0099501)	12/41	6.725827e-02	6.535749e-01	0	0	1.803360e+00	4.867658e+00	UNC13B;UNC13C;SV2C;UNC13A;SV2B;SYT1;ICA1;OTOF;SLC17A7;SYPL2;MCTP2;SLC18A1
GO_Cellular_Component_2021	synaptic vesicle membrane (GO:0030672)	12/41	6.725827e-02	6.535749e-01	0	0	1.803360e+00	4.867658e+00	UNC13B;UNC13C;SV2C;UNC13A;SV2B;SYT1;ICA1;OTOF;SLC17A7;SYPL2;MCTP2;SLC18A1
GO_Cellular_Component_2021	junctional sarcoplasmic reticulum membrane (GO:0014701)	4/9	6.922489e-02	6.583729e-01	0	0	3.484168e+00	9.304105e+00	RYR1;RYR2;JPH2;JPH1
GO_Cellular_Component_2021	postsynaptic density (GO:0014069)	33/138	7.366103e-02	6.859683e-01	0	0	1.371012e+00	3.575985e+00	CHRNA3;DAGLA;CABP1;CACNA1C;SLC8A1;GRM1;ADD1;SLC8A2;RPS19;PTK2B;NOS1;PDLIM5;MPP2;DTNB;KCND3;MX2;MAGI2;IQSEC3;SIGMAR1;ATP2B2;SRCIN1;SHISA6;DNM2;DNM3;DLG1;ARHGEF9;DLG2;DLG4;DNAJC6;LRRC7;DLG5;STRN;SHANK2
GO_Cellular_Component_2021	dendrite membrane (GO:0032590)	9/29	7.668964e-02	6.900499e-01	0	0	1.960663e+00	5.034959e+00	LAMP5;SGCE;MPP2;DAGLA;KCNC3;INSR;ATP2B2;GABRG1;SHISA6
GO_Cellular_Component_2021	podosome (GO:0002102)	5/13	7.784785e-02	6.900499e-01	0	0	2.722233e+00	6.949859e+00	KIF9;SH3PXD2A;ASAP1;ADAM8;LCP1
GO_Cellular_Component_2021	endoplasmic reticulum lumen (GO:0005788)	63/285	8.052644e-02	6.900499e-01	0	0	1.239024e+00	3.121313e+00	SPON1;COLGALT2;COL16A1;COL14A1;COL12A1;PCSK9;LAMC1;MSLN;CHRDL1;ADAMTSL1;C4A;ADAMTS5;ADAMTSL4;DAG1;IL12A;TIMP1;CTSC;ADAMTS7;TOR3A;FGA;IGFBP5;COL25A1;F8;VCAN;COL4A2;COL4A1;COL4A4;COL6A2;COL6A1;MXRA8;VWA1;COL6A3;COL11A1;COL11A2;PDGFA;LTBP1;ADAMTS13;PDGFC;GPC3;IGFBP7;ARSG;UGGT1;WNT4;COL28A1;MBTPS1;COL26A1;COL24A1;LAMB2;COL22A1;WNT7B;FN1;FMO1;WNT7A;KTN1;BMP4;TSPAN15;COL5A3;P4HA3;MGAT4A;CALU;COL9A1;COL20A1;FBN1
GO_Cellular_Component_2021	voltage-gated sodium channel complex (GO:0001518)	6/17	8.076440e-02	6.900499e-01	0	0	2.375965e+00	5.978450e+00	CACNA1I;SCN8A;SCN3B;SCN3A;SCN4B;CACNA1G
GO_Cellular_Component_2021	collagen type IV trimer (GO:0005587)	3/6	8.336173e-02	6.900499e-01	0	0	4.354580e+00	1.081924e+01	COL4A2;COL4A1;COL4A4
GO_Cellular_Component_2021	TORC1 complex (GO:0031931)	3/6	8.336173e-02	6.900499e-01	0	0	4.354580e+00	1.081924e+01	SMG1;MTOR;TELO2
GO_Cellular_Component_2021	autolysosome (GO:0044754)	4/10	9.881548e-02	8.031004e-01	0	0	2.903295e+00	6.719679e+00	MAP1LC3A;LRRK2;PLEKHM1;PIK3C3
GO_Cellular_Component_2021	acetylcholine-gated channel complex (GO:0005892)	5/14	1.031501e-01	8.233585e-01	0	0	2.419614e+00	5.496324e+00	CHRNA1;CHRNA3;CHRNA5;CHRNE;STXBP5
GO_Cellular_Component_2021	vesicle (GO:0031982)	50/226	1.075691e-01	8.262274e-01	0	0	1.239536e+00	2.763697e+00	COL12A1;ECE1;C8B;ABCA13;EPS8;IBSP;AKT1;ANXA9;NOS1;APPL2;FGA;PLA2G4F;ANXA2;ANXA4;MYO7A;YWHAZ;VAMP8;ARC;KIF9;DNAJC6;DGKQ;COL6A2;COL6A3;TAGLN2;ARHGEF2;TKT;A3GALT2;GPRC5C;VCL;DYNC1I2;NRXN1;CLEC16A;ATP1A2;GIGYF2;EGFR;SDCBP;MYO6;PLCG2;MGAT1;PROM1;VTI1B;PRRT2;GAD1;MYO5A;BMP5;MYO1E;MYO1C;MYO1A;MYO5B;MYO5C
GO_Cellular_Component_2021	platelet alpha granule lumen (GO:0031093)	17/67	1.082829e-01	8.262274e-01	0	0	1.481833e+00	3.294127e+00	FGA;ACTN2;EGF;ACTN1;HGF;FN1;PDGFA;IGF1;PPBP;CLU;F8;TIMP1;ALDOA;A2M;LEFTY2;VTI1B;PF4
GO_Cellular_Component_2021	filopodium (GO:0030175)	15/58	1.109030e-01	8.262274e-01	0	0	1.520188e+00	3.343044e+00	TENM2;ACTN2;TWF2;ANTXR1;SYNE2;VIL1;MAP2;MYO3A;DAG1;TBC1D10C;ITGAV;DMD;LCP1;UTRN;RAPGEF3
