Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	protein serine/threonine kinase activity (GO:0004674)	91/344	2.214470e-04	1.838984e-02	0	0	1.579412e+00	1.329127e+01	CCNK;SMG1;AMHR2;MAST4;MAST3;LRRK2;ILK;STK19;IKBKB;RPS6KA6;CHEK2;PBK;TLK2;AKT1;MAP3K8;MAP3K6;IKBKE;MAP4K1;BRD2;MAP4K2;CDKL3;PRKCH;CDKL5;CAMK1D;CSNK2A1;MINK1;HUNK;CASK;VRK2;PASK;VRK3;NRBP1;CIT;ERN1;ERN2;PRKD3;SIK1;SGK3;PRKD1;FAM20A;TNIK;CSNK1G1;BRSK2;CAMK2D;ROCK1;PRKDC;CAMK2A;TTK;KALRN;EGFR;TTN;NUAK1;NUAK2;MAPK7;IRAK1;IRAK2;STK36;RPS6KC1;STK38;PTK2B;MAP4K5;CAMK2G;MAPK4;MAP4K4;PLK3;SRPK3;DMPK;NEK6;LIMK2;PLK1;EIF2AK3;MOK;CDC42BPB;MAPK14;CDK11B;MAPK12;MTOR;MAPK13;MAP3K15;STK24;RPS6KB1;WNK1;STK17B;AAK1;ATM;CDK12;CDK14;ATR;CDK16;NEK11;TAF1
GO_Molecular_Function_2021	neuroligin family protein binding (GO:0097109)	5/5	2.272508e-04	1.838984e-02	0	0	8.131500e+04	6.821886e+05	SNTG2;DLG4;NRXN1;NRXN3;NRXN2
GO_Molecular_Function_2021	voltage-gated calcium channel activity involved in cardiac muscle cell action potential (GO:0086007)	5/5	2.272508e-04	1.838984e-02	0	0	8.131500e+04	6.821886e+05	CACNB2;CACNA2D1;CACNA1D;CACNA1C;CACNA1G
GO_Molecular_Function_2021	protein kinase binding (GO:0019901)	126/506	2.708705e-04	2.035398e-02	0	0	1.458452e+00	1.197953e+01	TSKS;ATF2;CCNK;GOLGA2;PPP1CC;RPS19;CHEK2;SOX9;FBXO7;CDK5RAP3;CDK5RAP2;EPHA4;IL15RA;DAXX;PIH1D1;ANK2;VRK2;CDC25C;SRCIN1;TUBA4A;TOM1L1;TOM1L2;PRKAR1B;SIK1;VDAC1;KIF20A;UTRN;ANKRA2;SKAP1;TELO2;SHC4;SHC1;MAPKAP1;PRKRIP1;TWF2;IQGAP1;FOXO3;ZBTB4;RHOBTB1;RACGAP1;IRAK1;PDCD10;STK38;PLCG2;ABL1;CEP192;MAP2K7;FAM83D;CNTLN;NEK9;SMAD3;LRBA;NEK6;CAV1;PLK1;NBEAL1;NBEAL2;SNAP91;CCDC88A;TPX2;DLG1;TBL2;NR4A3;WNK1;SPDYA;BCL2L1;RYR2;TOP2B;PDE3B;PRKAG2;ILK;PTPRJ;PTPN23;KIF11;PTPRK;WDR45;LYST;BICD1;DUSP16;PKD1;CKS1B;IKBKB;GHR;UFL1;KIF13B;BLNK;ITGAV;ANKRD2;YWHAG;MAP4K2;DUSP3;PAX6;TEX14;AVPR1A;YWHAZ;CIT;CCNA2;RARA;IRF5;ARHGEF7;MAPRE1;CRK;BECN1;HDAC5;DCTN1;MVP;ADCY6;HDAC7;TTN;MAPK7;RICTOR;PDLIM5;SH2B3;MAPK4;SASH1;SLC12A4;CDKN2C;GCH1;ERCC6L2;BAD;CEP152;DAB2IP;PTPN11;TPCN2;PRC1;PTPN6
GO_Molecular_Function_2021	actinin binding (GO:0042805)	11/21	5.259107e-04	3.665303e-02	0	0	4.798256e+00	3.622865e+01	CSRP1;DAG1;RARA;CACNA1D;KCNN2;CACNA1C;PDLIM5;PROM1;PDLIM4;NFKB1;TTN
GO_Molecular_Function_2021	high voltage-gated calcium channel activity (GO:0008331)	7/10	5.574606e-04	3.665303e-02	0	0	1.017158e+01	7.620670e+01	CACNB2;CACNA1B;CACNA1A;CACNA1D;CACNA1C;CACNA1S;CACNA1F
GO_Molecular_Function_2021	protein tyrosine phosphatase activity (GO:0004725)	26/74	5.953108e-04	3.683923e-02	0	0	2.366781e+00	1.757673e+01	PTPRU;MTMR3;PTPRN;PTPN21;PTPRJ;DUSP18;PTPN23;PTPRK;CDC14A;PTPRF;CDC14B;PTPRG;TIMM50;DUSP3;EYA1;EYA2;EYA3;EYA4;PTPN11;CDC25C;PTPN13;PALD1;PTPRD;PTPN6;CDKN3;PTPN3
GO_Molecular_Function_2021	phosphatase binding (GO:0019902)	35/114	1.323797e-03	7.736855e-02	0	0	1.936825e+00	1.283583e+01	SPTBN4;MTMR3;PPP1R32;MVP;PXN;IQGAP1;PIK3R1;EGFR;STYXL1;SNX3;CDC27;PPP6R3;CEP192;MAP2K7;IKBKE;JAK3;PDLIM4;CTSC;SMAD3;BAD;MAGI2;EIF2AK3;NFATC2;VRK3;MAPK14;MYO16;SYTL2;DLG1;DLG4;WNK1;TRAF3;CTNNB1;MET;SFI1;SKAP1
GO_Molecular_Function_2021	calcium ion transmembrane transporter activity (GO:0015085)	20/55	1.520619e-03	8.419428e-02	0	0	2.494792e+00	1.618780e+01	RYR1;RYR2;TRPC5;SLC24A4;ANXA2;CUL5;ATP2B4;TRPV2;ITPR2;ATP2A1;CACNA1D;ATP2B2;PKD2L2;PKD1L3;PKD1;SLC8A2;CACNB2;TRPM7;ANXA9;MCU
GO_Molecular_Function_2021	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity (GO:0001640)	6/9	2.116963e-03	1.025558e-01	0	0	8.716162e+00	5.367214e+01	GRM3;GRM2;GRM4;GRM8;GRIK3;GRM1
GO_Molecular_Function_2021	G protein-coupled glutamate receptor activity (GO:0098988)	6/9	2.116963e-03	1.025558e-01	0	0	8.716162e+00	5.367214e+01	GRM3;GRM2;GRM4;GRM8;GRIK3;GRM1
GO_Molecular_Function_2021	alpha-actinin binding (GO:0051393)	11/24	2.144702e-03	1.025558e-01	0	0	3.690284e+00	2.267589e+01	PALLD;DAG1;RARA;CACNA1D;KCNN2;CACNA1C;PDLIM5;PDLIM4;MYPN;PDLIM7;TTN
GO_Molecular_Function_2021	syntaxin-1 binding (GO:0017075)	10/22	3.665299e-03	1.676476e-01	0	0	3.633620e+00	2.038041e+01	UNC13B;UNC13C;PRRT2;UNC13A;SYT1;LRRK2;STXBP2;STXBP5;SYPL2;CPLX1
GO_Molecular_Function_2021	glutamate receptor activity (GO:0008066)	9/19	4.132305e-03	1.811327e-01	0	0	3.923739e+00	2.153709e+01	GRM3;GRM2;GRID2;GRM4;GRID1;GRM8;GRIK3;GRIK4;GRM1
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activity (GO:0004714)	20/60	4.885955e-03	2.056010e-01	0	0	2.182271e+00	1.161271e+01	ALK;EPHA5;NRP1;EPHA4;EPHA7;LTK;EPHA8;INSR;CRIM1;EGFR;IGF2R;IGF1R;ERBB4;TYRO3;EPHB2;EPHB1;MET;FGFR2;EPHB3;FGFR1
GO_Molecular_Function_2021	GPI-linked ephrin receptor activity (GO:0005004)	4/5	5.177498e-03	2.094895e-01	0	0	1.742513e+01	9.171600e+01	EPHA5;EPHA4;EPHA7;EPHA8
GO_Molecular_Function_2021	transcription coregulator binding (GO:0001221)	18/53	5.931132e-03	2.310945e-01	0	0	2.244106e+00	1.150674e+01	SMAD3;EHMT2;ZBTB49;NEK6;LMO2;EHMT1;WIZ;AHR;CIT;PER2;AR;PER1;TERT;MTF2;CTNNB1;VGLL4;PPARD;EZH2
GO_Molecular_Function_2021	ADP binding (GO:0043531)	11/27	6.478439e-03	2.348959e-01	0	0	2.997803e+00	1.510675e+01	ERN1;MYO6;MYO3A;MYO18A;PRKAG2;TAP1;MYH9;MYO9B;MIEF1;MYH10;ABCG1
GO_Molecular_Function_2021	ephrin receptor activity (GO:0005003)	8/17	7.155891e-03	2.348959e-01	0	0	3.874497e+00	1.913932e+01	EPHA5;EPHA4;EPHA7;EFNA3;EPHA8;EPHB2;EPHB1;EPHB3
GO_Molecular_Function_2021	transmembrane-ephrin receptor activity (GO:0005005)	8/17	7.155891e-03	2.348959e-01	0	0	3.874497e+00	1.913932e+01	EPHA5;EPHA4;EPHA7;EFNA3;EPHA8;EPHB2;EPHB1;EPHB3
GO_Molecular_Function_2021	syntaxin binding (GO:0019905)	20/62	7.352158e-03	2.348959e-01	0	0	2.078097e+00	1.020919e+01	UNC13B;UNC13C;UNC13A;PRRT2;SYT1;STX16;LRRK2;SNAP23;STXBP2;CACNA1A;SYPL2;SYT9;CPLX1;BAIAP3;GOLGA2;VAMP8;SCFD2;SYT10;ABL1;STXBP5
GO_Molecular_Function_2021	Roundabout binding (GO:0048495)	5/8	7.686134e-03	2.348959e-01	0	0	7.261522e+00	3.535154e+01	TGFB1I1;SLIT1;MYO9B;SLIT3;SLIT2
GO_Molecular_Function_2021	cell adhesion mediator activity (GO:0098631)	10/24	7.744596e-03	2.348959e-01	0	0	3.114148e+00	1.513712e+01	NTNG1;BCAM;DSCAM;PALLD;NINJ1;NEXN;ESAM;LRRC4C;IGSF9;MYPN
GO_Molecular_Function_2021	phosphatidylinositol-3,5-bisphosphate binding (GO:0080025)	10/24	7.744596e-03	2.348959e-01	0	0	3.114148e+00	1.513712e+01	SNX3;JPH2;HIP1;PLA2G4E;WDR45B;MAPKAP1;SNX14;PLEKHA4;WDR45;CLVS1
GO_Molecular_Function_2021	insulin-like growth factor receptor binding (GO:0005159)	7/14	7.905499e-03	2.348959e-01	0	0	4.358177e+00	2.109443e+01	SOCS2;SHC1;INSR;GNAS;IGF1;PIK3R1;YWHAG
GO_Molecular_Function_2021	semaphorin receptor activity (GO:0017154)	6/11	8.261549e-03	2.348959e-01	0	0	5.229054e+00	2.507929e+01	NRP1;PLXND1;PLXNA2;PLXNB2;PLXNB1;PLXNA3
GO_Molecular_Function_2021	vinculin binding (GO:0017166)	6/11	8.261549e-03	2.348959e-01	0	0	5.229054e+00	2.507929e+01	ACTN1;PXN;DAG1;DMD;TLN1;UTRN
GO_Molecular_Function_2021	3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	9/21	9.194255e-03	2.418089e-01	0	0	3.269380e+00	1.533070e+01	PDE11A;PDE1C;PDE1A;PDE4D;PDE3B;PDE4C;PDE4B;PDE6C;PDE8B
GO_Molecular_Function_2021	acetylation-dependent protein binding (GO:0140033)	9/21	9.194255e-03	2.418089e-01	0	0	3.269380e+00	1.533070e+01	BRD3;BRD2;KMT2A;ZMYND8;CARM1;TRIM24;BAZ2A;ATAD2B;TAF1
GO_Molecular_Function_2021	lysine-acetylated histone binding (GO:0070577)	9/21	9.194255e-03	2.418089e-01	0	0	3.269380e+00	1.533070e+01	BRD3;BRD2;KMT2A;ZMYND8;CARM1;TRIM24;BAZ2A;ATAD2B;TAF1
GO_Molecular_Function_2021	GTPase regulator activity (GO:0030695)	58/233	1.092541e-02	2.803300e-01	0	0	1.449313e+00	6.546060e+00	ARHGAP11A;NRP1;LRRK2;ARHGEF10L;SIPA1L3;PREX2;SYDE2;PREX1;ARHGAP42;OPHN1;TBC1D10C;RGS8;RGS6;RALGAPA2;ARAP3;ARAP1;GMIP;ARFGAP1;ARHGAP10;TBC1D1;TBC1D2;RALGAPB;TBC1D4;RASA4;ALDH1A1;PREB;DEPDC5;RIN2;RGS16;ARHGAP17;ASAP1;IQGAP1;ASAP2;ARHGAP15;ARHGAP22;ARHGAP20;RACGAP1;TBC1D13;STXBP5;SLIT2;ECT2;RALGDS;EVI5;TBC1D16;RAP1GAP2;STARD13;TNK2;ARHGAP29;MYO9B;ARHGAP27;ARHGAP26;CCDC88A;TBCK;ARHGAP31;DLC1;SGSM2;NF1;RGS12
GO_Molecular_Function_2021	phosphatidylinositol bisphosphate binding (GO:1902936)	27/94	1.162005e-02	2.910547e-01	0	0	1.759231e+00	7.837413e+00	HIP1;FRMPD4;WDR45B;MAPKAP1;TWF2;WDR45;SNX3;SDCBP;JPH2;PLCZ1;ANXA9;VILL;CLVS1;SVIL;ANXA2;ACTN2;PLA2G4E;SNX21;PLEKHA4;SNAP91;SYTL2;VIL1;PARD3;SNX14;RAB35;EXOC1;PFN2
GO_Molecular_Function_2021	insulin-like growth factor binding (GO:0005520)	7/15	1.246019e-02	2.979119e-01	0	0	3.813170e+00	1.672158e+01	IGFBP5;INSR;IGFBP2;ITGA6;ITGAV;IGF2R;IGF1R
GO_Molecular_Function_2021	solute:anion antiporter activity (GO:0140323)	7/15	1.246019e-02	2.979119e-01	0	0	3.813170e+00	1.672158e+01	SLC26A1;SLC26A8;SLC26A7;SLC26A11;SLC4A2;SLC26A9;SLC26A3
GO_Molecular_Function_2021	DNA-methyltransferase activity (GO:0009008)	4/6	1.322965e-02	3.092797e-01	0	0	8.712028e+00	3.768209e+01	DNMT1;MGMT;DNMT3A;METTL4
GO_Molecular_Function_2021	clathrin heavy chain binding (GO:0032050)	5/9	1.464762e-02	3.278573e-01	0	0	5.445807e+00	2.300024e+01	CEMIP;LMBRD1;LRP1;LDLR;SNAP91
GO_Molecular_Function_2021	oxalate transmembrane transporter activity (GO:0019531)	5/9	1.464762e-02	3.278573e-01	0	0	5.445807e+00	2.300024e+01	SLC26A1;SLC26A8;SLC26A7;SLC26A9;SLC26A3
GO_Molecular_Function_2021	anion:anion antiporter activity (GO:0015301)	8/19	1.564629e-02	3.429144e-01	0	0	3.169653e+00	1.317790e+01	SLC26A1;SLC26A8;SLC26A7;SLC26A11;SLC4A2;SLC26A9;SLC26A3;SLC19A1
GO_Molecular_Function_2021	protein phosphatase binding (GO:0019903)	33/123	1.650371e-02	3.516122e-01	0	0	1.600999e+00	6.570771e+00	MTMR3;PPP1R11;MVP;PXN;IQGAP1;PIK3R1;SMG7;ARPP19;EGFR;STYXL1;SNX3;CDC27;PPP6R3;MAP2K7;IKBKE;JAK3;PDLIM4;PHACTR4;BAD;SPHK1;EIF2AK3;ATP2B4;DAB2IP;VRK3;MAPK14;MYO16;CTTNBP2NL;DLG4;TRAF3;CTNNB1;STRN;MET;SKAP1
GO_Molecular_Function_2021	phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	22/75	1.671161e-02	3.516122e-01	0	0	1.811219e+00	7.410878e+00	SVIL;HIP1;ANXA2;FRMPD4;ACTN2;PLA2G4E;MAPKAP1;TWF2;SNX21;PLEKHA4;SNAP91;SYTL2;VIL1;SDCBP;JPH2;PLCZ1;PARD3;RAB35;ANXA9;VILL;EXOC1;PFN2
GO_Molecular_Function_2021	voltage-gated cation channel activity (GO:0022843)	27/97	1.766178e-02	3.624261e-01	0	0	1.683523e+00	6.795293e+00	RYR1;HCN4;CATSPER3;KCNC3;CACNA1B;CACNA1A;CACNA1D;CACNA1C;CACNA1F;CACNA1E;CACNA1I;PTK2B;ITGAV;CACNA1S;KCNH3;KCNH6;KCND3;CACNA2D1;OPRM1;TPCN2;CACNB2;KCNS1;KCNQ2;KCNMA1;KCNQ3;CACHD1;KCNQ4
GO_Molecular_Function_2021	cyclic-nucleotide phosphodiesterase activity (GO:0004112)	9/23	1.791460e-02	3.624261e-01	0	0	2.801981e+00	1.126996e+01	PDE11A;PDE1C;PDE1A;PDE4D;PDE3B;PDE4C;PDE4B;PDE6C;PDE8B
GO_Molecular_Function_2021	phosphatidylinositol-3-phosphate binding (GO:0032266)	13/39	2.109439e-02	4.186910e-01	0	0	2.180048e+00	8.412257e+00	HIP1;WDR45B;PLA2G4E;DAB2IP;SNX21;PLEKHA4;WDR45;SNX3;ZFYVE28;JPH2;ZFYVE26;PLCZ1;PARD3
GO_Molecular_Function_2021	insulin-like growth factor I binding (GO:0031994)	6/13	2.184742e-02	4.186910e-01	0	0	3.734579e+00	1.427981e+01	IGFBP5;INSR;IGFBP2;ITGA6;ITGAV;IGF1R
GO_Molecular_Function_2021	transcription coactivator binding (GO:0001223)	8/20	2.188974e-02	4.186910e-01	0	0	2.905337e+00	1.110343e+01	AR;SMAD3;TERT;ZBTB49;AHR;VGLL4;CIT;PPARD
GO_Molecular_Function_2021	protein tyrosine kinase activity (GO:0004713)	29/108	2.321326e-02	4.360777e-01	0	0	1.602201e+00	6.029134e+00	ALK;LTK;SRC;TTK;EGFR;IGF1R;TTN;ERBB4;ABL1;ABL2;PTK2B;EPHB2;EPHB1;JAK3;EPHB3;EPHA5;EPHA4;EPHA7;EPHA8;INSR;TNK2;TYK2;FER;TEC;FES;TYRO3;MET;FGFR2;FGFR1
GO_Molecular_Function_2021	cAMP response element binding (GO:0035497)	5/10	2.483903e-02	4.465993e-01	0	0	4.356377e+00	1.609829e+01	ATF2;CREB1;NR4A3;CREB3L1;CREB3L2
GO_Molecular_Function_2021	ABC-type glutathione S-conjugate transporter activity (GO:0015431)	4/7	2.632721e-02	4.465993e-01	0	0	5.807661e+00	2.112335e+01	ABCC4;ABCC1;ABCC2;ABCC10
GO_Molecular_Function_2021	extracellularly ATP-gated cation channel activity (GO:0004931)	4/7	2.632721e-02	4.465993e-01	0	0	5.807661e+00	2.112335e+01	P2RX7;P2RX6;P2RX5;P2RX3
GO_Molecular_Function_2021	MutSalpha complex binding (GO:0032407)	4/7	2.632721e-02	4.465993e-01	0	0	5.807661e+00	2.112335e+01	MCM9;MLH1;ATR;MUTYH
GO_Molecular_Function_2021	nucleotide receptor activity (GO:0016502)	4/7	2.632721e-02	4.465993e-01	0	0	5.807661e+00	2.112335e+01	P2RX7;P2RX6;P2RX5;P2RX3
GO_Molecular_Function_2021	S-methyltransferase activity (GO:0008172)	4/7	2.632721e-02	4.465993e-01	0	0	5.807661e+00	2.112335e+01	KMT2A;MGMT;DNMT3A;MTR
GO_Molecular_Function_2021	adenyl ribonucleotide binding (GO:0032559)	71/306	2.674501e-02	4.465993e-01	0	0	1.320923e+00	4.783599e+00	RYR1;HSP90AB1;CHD8;PRKAG2;THG1L;PPIP5K1;PAPOLA;MYO18A;PDE4B;TLK2;AKT1;PIP4K2B;MAP3K6;ATP7A;BVES;MAP4K1;MAP4K2;CDKL5;SPHK1;PDE4D;MINK1;CAD;TAP1;ERN1;ERN2;KIFC1;MPPED2;MYO3A;MYH8;MYH9;SIK1;ABCG1;RAPGEF4;POPDC2;RTEL1;BRSK2;ACSS2;ATP10D;TWF2;ABCB8;ATP1A2;MIEF1;NUAK2;MTHFD1L;STK36;MYO6;STK38;ABL1;MOV10L1;MAP4K5;N4BP2;MYH10;SLC19A1;MAP4K4;DMPK;PNPLA8;INSR;GSS;NEK6;PLK1;MYO9B;CDC42BPB;CDK11B;P2RX7;TBCK;P2RX6;P2RX5;P2RX3;WNK1;STK17B;NEK11
GO_Molecular_Function_2021	histone-lysine N-methyltransferase activity (GO:0018024)	14/45	3.104923e-02	5.076775e-01	0	0	1.968998e+00	6.836719e+00	KMT2E;SETD4;KMT2D;SETD5;SETD2;KMT2A;EHMT2;KMT2C;SETD1B;DOT1L;SETD1A;EHMT1;SMYD2;EZH2
GO_Molecular_Function_2021	chemorepellent activity (GO:0045499)	9/25	3.146146e-02	5.076775e-01	0	0	2.451432e+00	8.479483e+00	DPP4;SEMA5B;EPHA7;SEMA3C;SEMA4D;SEMA3D;SEMA3A;SEMA4B;SEMA3F
