Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of cardiac muscle cell contraction (GO:0086004)	14/27	1.054917e-04	5.074153e-02	0	0	4.700510e+00	4.304200e+01	HCN4;RYR2;CAMK2D;CAV1;PDE4D;ATP2A1;ANK2;CACNA1C;DLG1;AKAP9;PDE4B;DSG2;DSC2;TRPM4
GO_Biological_Process_2021	insulin-like growth factor receptor signaling pathway (GO:0048009)	8/11	1.416487e-04	6.245529e-02	0	0	1.162778e+01	1.030473e+02	GHR;GIGYF1;EIF2AK3;AKT1;IGF1;PIK3R1;GIGYF2;IGF1R
GO_Biological_Process_2021	substrate adhesion-dependent cell spreading (GO:0034446)	20/48	1.917845e-04	7.805628e-02	0	0	3.119836e+00	2.670310e+01	NTNG1;LAMA5;NRP1;ITGA4;LAMB2;PXN;FN1;ILK;LAMC1;PIK3R1;PARVB;ANTXR1;SRCIN1;ATRN;FER;TYRO3;ITGAV;RADIL;BVES;EPHB3
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	31/89	2.228149e-04	8.420812e-02	0	0	2.337100e+00	1.965307e+01	COLGALT2;COL16A1;COL14A1;COL11A1;COL12A1;COL11A2;PLOD3;LAMC2;PLOD2;ATP7A;COL28A1;COL26A1;DST;COL24A1;COL25A1;COL22A1;BMP1;COL4A2;COL4A1;COL4A4;COL6A2;COL5A3;P4HA3;COL6A1;PXDN;COL20A1;COL9A1;NF1;COL6A3;ITGA6;TLL1
GO_Biological_Process_2021	positive regulation of smooth muscle cell migration (GO:0014911)	10/17	2.742613e-04	9.356830e-02	0	0	6.230979e+00	5.110293e+01	DOCK5;NRP1;DOCK4;NR4A3;IGFBP5;ADAMTS1;MDK;DOCK7;IGF1;AIF1
GO_Biological_Process_2021	negative regulation of cell motility (GO:2000146)	37/114	2.997690e-04	9.356830e-02	0	0	2.102078e+00	1.705310e+01	PTPRU;ZMYND8;CHRD;FBLN1;PTPRJ;SPINT2;PTPRK;FOXO3;CX3CL1;ARHGAP4;DACH1;DAG1;NKX2-1;SRGAP3;SLIT2;ARID2;EPHA4;NGFR;DUSP3;IGFBP5;MAGI2;FUZ;PODN;SULF1;RNF41;SMAD7;ADAM15;STK24;NAV3;DLG5;DLC1;NF1;NF2;CRK;RECK;VCL;ENG
GO_Biological_Process_2021	regulation of heart rate by cardiac conduction (GO:0086091)	17/39	3.006352e-04	9.356830e-02	0	0	3.373619e+00	2.735875e+01	HCN4;CAMK2D;KCNH6;KCND3;CACNA2D1;CAV1;CACNA1D;ANK2;CACNA1C;CACNA1G;CACNB2;AKAP9;DSG2;SCN3B;SCN4B;DSC2;TRPM4
GO_Biological_Process_2021	regulation of sodium ion transport (GO:0002028)	16/36	3.441327e-04	1.003235e-01	0	0	3.492180e+00	2.784833e+01	SPTBN4;AHCYL1;ATP2B4;P2RX7;NKAIN1;PER1;BPIFA1;DLG1;WNK1;SLMAP;CNKSR3;SIK1;NOS1;SCN3B;FGF12;SCN4B
GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)	26/72	3.658647e-04	1.003235e-01	0	0	2.469989e+00	1.954564e+01	NRP1;LAMA5;PXN;ILK;LAMC1;PIK3R1;ANTXR1;SIPA1L3;RELN;UNK;OPHN1;ITGAV;BVES;EPHB3;NTNG1;ITGA4;LAMB2;ACTN1;FN1;PROX1;PARVB;SRCIN1;ATRN;FER;TYRO3;RADIL
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	123/496	3.792231e-04	1.003235e-01	0	0	1.449880e+00	1.142126e+01	AMHR2;STK19;IGF1R;RPS6KA6;CHEK2;AKT1;MAP3K6;EPHB2;EPHB1;EPHB3;CDKL3;EPHA4;PRKCH;CDKL5;CSNK2A1;EPHA8;LMTK3;VRK2;PASK;VRK3;NRBP1;ERN1;ERN2;PRKAR1B;DGKQ;TYRO3;SIK1;PRKD1;TNIK;CSNK1G1;BRSK2;PRKDC;NUAK1;PRDX4;NUAK2;IRAK1;STK36;GRK4;STK38;ABL1;ABL2;DMPK;NEK6;INSR;PLK1;EIF2AK3;DCLK3;SMAD7;BMP4;TBCK;FER;STK24;STK25;WNK1;FES;COPS2;AAK1;ATM;CDK12;CDK14;FGFR2;CDK16;ATR;FGFR1;ALK;SMG1;MAST4;MAST3;LRRK2;PRKAG2;ILK;PKD1;IKBKB;TLK2;IKBKE;JAK3;PRKG1;MAP4K1;BRD2;MAP4K2;CAMK1D;MINK1;CAD;HUNK;TYK2;YWHAZ;CIT;CCNA2;TGFBR3;CREB1;MYO3A;RARA;SGK3;FAM20A;HCST;CAMK2D;LTK;ROCK1;SRC;CAMK2A;TTK;EGFR;RELN;ERBB4;PTK2B;RICTOR;MAP4K5;FNIP2;MAP4K4;LIMK2;DAB2IP;CDC42BPB;MAPK14;CDK11B;MTOR;MAPK12;MAPK13;TEC;RPS6KB1;STK17B;PTPN6;NEK11;TAF1
GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	47/159	5.728954e-04	1.365946e-01	0	0	1.836762e+00	1.371107e+01	ALK;SMG1;CAMK2D;SRC;LRRK2;CAMK2A;EGFR;IGF1R;IRAK1;ERBB4;CHEK2;ABL1;AKT1;PTK2B;EPHB1;EPHB3;MAP4K1;EPHA4;CDKL5;EPHA8;INSR;NEK6;CAD;MINK1;EIF2AK3;VRK2;PASK;MTOR;ERN1;FER;TEC;STK24;FES;STK25;STK17B;MYO3A;TYRO3;AAK1;SIK1;ATM;PRKD1;TNIK;CDK12;FGFR2;ATR;FGFR1;TAF1
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	109/437	6.334370e-04	1.365946e-01	0	0	1.459612e+00	1.074909e+01	EHMT2;WWC1;ULK4;EHMT1;SYDE2;PREX1;RASSF2;OPHN1;CHEK2;ARHGDIB;AKT1;PIP4K2B;DAXX;USP7;SLC15A2;CSNK2A1;HUS1;VRK2;MOB3B;RNF41;TIAM2;PRKAR1B;TNIK;DNA2;OPTN;TELO2;RHNO1;L3MBTL1;ARHGEF26;MAPKAP1;ARHGAP17;ARHGAP15;KALRN;ARHGAP22;ARHGAP21;NUAK1;ARHGAP20;RACGAP1;RRAS;PTPMT1;PLCG2;SMYD2;SRGAP3;A2M;ECT2;FAM83D;PLK3;STARD13;ARHGAP29;ARHGAP26;ARHGAP23;NET1;TPX2;TBCK;PEX5L;ARHGAP31;DLG1;TAF4B;ATM;NF2;RAD9B;ATR;ARHGAP11A;LRRK2;PRKAG2;BRCA1;ARHGAP6;ARHGAP4;AKAP13;GRM2;PIDD1;UFL1;MCF2L;ITGAV;ARHGEF12;TBP;MINK1;ARAP3;ARHGEF18;ARAP1;GMIP;ARHGAP10;ARHGEF9;DEPDC7;TRAF3;ARHGEF2;ARHGEF7;CRK;SOS2;ARHGEF5;HDAC2;SGMS1;EGFR;STYXL1;FGD4;ANKRD54;RICTOR;MAP4K4;DAB2IP;MYO9B;PTPN13;MAPK14;MTOR;PML;RAD50;DLC1;TRIP10;RAD1;TAF1
GO_Biological_Process_2021	regulation of Ras protein signal transduction (GO:0046578)	29/86	6.447873e-04	1.365946e-01	0	0	2.223613e+00	1.633598e+01	SHC1;ARHGEF28;MAPKAP1;STK19;ARHGAP17;DENND3;EPS8;AKAP13;SYNGAP1;OPHN1;PDCD10;ARHGDIB;PLCE1;EPHB2;RALGPS1;STARD13;DENND4B;DENND4A;DENND4C;DAB2IP;ARHGEF18;MYO9B;IGF1;LRRD1;ARFGAP1;EPOR;DLC1;RAPGEF1;ARHGEF2
GO_Biological_Process_2021	calcium ion import (GO:0070509)	13/28	7.392811e-04	1.365946e-01	0	0	3.781310e+00	2.726261e+01	CACNA1B;CACNA1A;ATP2A1;CACNA1D;CACNA1C;CACNA1F;CACNA1E;SLC8A1;CACNA1G;CACNA1I;CACNB2;CACNA1S;MCU
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	13/28	7.392811e-04	1.365946e-01	0	0	3.781310e+00	2.726261e+01	CSF2;EYA1;EYA2;EYA3;EYA4;HTRA2;INHBA;MAPK7;TERT;AKT1;BCL2L1;FGFR1;PF4
GO_Biological_Process_2021	calcium ion transport (GO:0006816)	36/115	7.689159e-04	1.365946e-01	0	0	1.992701e+00	1.428872e+01	RYR1;RYR2;SLC24A4;CAMK2A;CACNA1B;CACNA1A;CACNA1D;ATP2A1;CACNA1C;CACNA1F;CACNA1E;PKD1;SLC8A1;RYR3;SLC8A2;CACNA1G;CACNA1I;SLN;TRPM7;ITGAV;CACNA1S;TRPM3;TRPM4;TRPC7;TRPC5;TRPC6;CACNA2D1;CAV1;TRPV2;ATP2B4;ANK2;ATP2B2;P2RX7;CACNB2;STIM2;RAMP1
GO_Biological_Process_2021	semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285)	8/13	7.715913e-04	1.365946e-01	0	0	6.975811e+00	4.999603e+01	NRP1;PLXND1;SEMA3A;PLXNA2;PLXNB2;PLXNB1;SEMA3F;PLXNA3
GO_Biological_Process_2021	semaphorin-plexin signaling pathway (GO:0071526)	15/35	8.378038e-04	1.365946e-01	0	0	3.273039e+00	2.318858e+01	NRP1;SEMA5B;PLXND1;SEMA3C;SEMA4D;SEMA3D;SEMA3A;SEMA4B;SEMA3F;PLXNA2;FLNA;PLXNB2;PLXNB1;MET;PLXNA3
GO_Biological_Process_2021	axon extension involved in axon guidance (GO:0048846)	6/8	8.387332e-04	1.365946e-01	0	0	1.307505e+01	9.261864e+01	NRP1;SEMA3A;SLIT1;SLIT3;SEMA3F;SLIT2
GO_Biological_Process_2021	histone H3-K4 monomethylation (GO:0097692)	6/8	8.387332e-04	1.365946e-01	0	0	1.307505e+01	9.261864e+01	SETD4;KMT2D;KMT2A;KMT2C;SETD1B;SETD1A
GO_Biological_Process_2021	neuron projection extension involved in neuron projection guidance (GO:1902284)	6/8	8.387332e-04	1.365946e-01	0	0	1.307505e+01	9.261864e+01	NRP1;SEMA3A;SLIT1;SLIT3;SEMA3F;SLIT2
GO_Biological_Process_2021	positive regulation of vascular associated smooth muscle cell migration (GO:1904754)	6/8	8.387332e-04	1.365946e-01	0	0	1.307505e+01	9.261864e+01	DOCK5;DOCK4;NR4A3;IGFBP5;ADAMTS1;DOCK7
GO_Biological_Process_2021	regulation of MAPK cascade (GO:0043408)	48/166	8.606806e-04	1.365946e-01	0	0	1.780281e+00	1.256485e+01	ROCK1;SHC1;WWC1;ULK4;PRDM15;PDGFA;PTPRJ;ALOX12B;IQGAP1;FGF2;ADRA1A;CX3CL1;EGFR;IGF1R;GRM4;RRAS;THPO;DAG1;PLCG2;FAM83D;EPHB1;MAP4K4;EPHA7;DUSP3;EPHA8;EGF;CAV1;INSR;STYX;MINK1;FN1;DAB2IP;ABCA7;VRK2;IGF1;YWHAZ;RNF41;TGFBR3;P2RX7;TRAF7;ADRB3;GFRAL;NF1;PTPN6;TNIK;FGFR2;ARHGEF5;FGFR1
GO_Biological_Process_2021	DNA alkylation (GO:0006305)	10/19	9.035739e-04	1.365946e-01	0	0	4.845720e+00	3.396439e+01	ATF7IP;KMT2E;HELLS;DNMT1;DNMT3L;EHMT2;ATRX;DNMT3A;EHMT1;BAZ2A
GO_Biological_Process_2021	DNA methylation or demethylation (GO:0044728)	10/19	9.035739e-04	1.365946e-01	0	0	4.845720e+00	3.396439e+01	ATF7IP;KMT2E;HELLS;DNMT1;DNMT3L;EHMT2;ATRX;DNMT3A;EHMT1;BAZ2A
GO_Biological_Process_2021	positive regulation of cell junction assembly (GO:1901890)	21/57	9.645245e-04	1.369756e-01	0	0	2.547295e+00	1.768810e+01	NRP1;GRID2;COL16A1;ROCK1;CLSTN3;NRXN1;CAV1;WNT7A;PTPRJ;TSC1;IL1RAP;AGT;PTPRD;DLG5;FLOT1;ABL1;NPHP4;EPHB2;EPHB1;EPHB3;MAP4K4
GO_Biological_Process_2021	endodermal cell differentiation (GO:0035987)	14/32	9.703203e-04	1.369756e-01	0	0	3.393768e+00	2.354557e+01	SETD2;ITGB5;ITGA4;COL11A1;COL12A1;FN1;INHBA;MMP9;MMP14;COL4A2;COL6A1;ITGA7;ITGAV;ITGA5
GO_Biological_Process_2021	regulation of dendrite development (GO:0050773)	16/39	1.008013e-03	1.369756e-01	0	0	3.036117e+00	2.094852e+01	ALK;CHRNA3;CAMK1D;CDKL5;SEMA4D;BCL11A;DCC;DAB2IP;COBL;LRP8;BMP5;HECW1;CSMD3;TNIK;LZTS1;MFSD2A
GO_Biological_Process_2021	muscle contraction (GO:0006936)	39/129	1.009648e-03	1.369756e-01	0	0	1.895160e+00	1.307310e+01	RYR1;HCN4;ITGB5;ROCK1;PXN;DYSF;ADRA1A;SLC8A1;CLCN1;TTN;CKMT2;CALD1;CHRNE;MYH13;DMD;CACNA1S;ANKRD2;NOS1;EMD;GAMT;ACTN3;ACTN2;MYOF;NEB;TPCN2;MYL4;P2RX6;ASPH;TNNT1;MYL3;TNNT3;MYH8;VIM;TLN1;UTRN;ALDOA;MYL9;VCL;MYH7
GO_Biological_Process_2021	cilium assembly (GO:0060271)	81/314	1.066224e-03	1.410347e-01	0	0	1.524251e+00	1.043141e+01	TTC26;LRGUK;C2CD3;CETN2;PTPN23;KIF17;PKD1;CDC14A;CDC14B;NUDCD3;TBC1D32;WDR90;CNTRL;TEKT1;TEKT2;TEKT5;CNGA4;TNPO1;CC2D2A;NINL;YWHAG;CDK5RAP2;DYNC2H1;ACTR3;ABCC4;CCDC39;DNAAF1;CCDC113;ARMC9;RFX3;KIF24;DYNLL1;KIF27;LZTFL1;TUBA4A;HAUS2;FAM161A;AKAP9;WDPCP;CEP63;EXOC5;ZMYND10;MAPRE1;SFI1;SSX2IP;EXOC1;SDCCAG8;DYNC1I2;INTU;DCTN1;DNAH5;FBF1;PLA2G3;ASAP1;SPATA6;ABLIM1;ABLIM3;STK36;CEP72;FLNA;NPHP3;POC1B;CEP192;NPHP4;PCNT;CLASP1;DYNC1H1;CCDC57;NDE1;CEP152;PLK1;FUZ;FHDC1;ATAT1;RPGRIP1;NEDD1;TTC8;RSPH1;VANGL2;TTLL3;CEP89
GO_Biological_Process_2021	regulation of hydrolase activity (GO:0051336)	25/73	1.149669e-03	1.470923e-01	0	0	2.275138e+00	1.539877e+01	PPP1R17;PLXND1;CAMK2A;ARHGAP15;FGD4;FGD5;FGD6;PLXNA2;NOS1;BVES;CDK5RAP3;PRKG1;EPHB3;PLXNA3;EPHA5;EPHA4;CAV1;DAB2IP;ARHGAP27;NF1;PLXNB2;PLXNB1;CRK;RAPGEF6;ARHGEF5
GO_Biological_Process_2021	G2/M transition of mitotic cell cycle (GO:0000086)	39/130	1.186457e-03	1.470923e-01	0	0	1.874218e+00	1.262620e+01	DYNC1I2;BRSK2;DCTN1;CETN2;CUL1;ARPP19;CHEK2;CNTRL;CEP72;CEP192;PCNT;PHLDA1;NINL;YWHAG;CLASP1;CDK5RAP2;PLK3;DYNC1H1;CCDC57;CEP152;NDE1;PLK1;CDC25C;DYNLL1;TUBA4A;HAUS2;DNM2;CCNA2;NEDD1;AKAP9;FBXL3;CEP63;MAPRE1;PPP1R12B;CDK14;SFI1;OPTN;FBXL7;SDCCAG8
GO_Biological_Process_2021	regulation of cell cycle G2/M phase transition (GO:1902749)	28/85	1.195420e-03	1.470923e-01	0	0	2.146358e+00	1.444340e+01	DYNC1I2;DCTN1;CETN2;HMMR;CNTRL;CEP72;CEP192;PCNT;GTSE1;NINL;YWHAG;CLASP1;CDK5RAP2;DYNC1H1;ATAD5;CEP152;NDE1;PLK1;DYNLL1;HAUS2;TUBA4A;NEDD1;TPX2;AKAP9;CEP63;MAPRE1;SFI1;SDCCAG8
GO_Biological_Process_2021	organelle fission (GO:0048285)	12/26	1.257898e-03	1.512622e-01	0	0	3.738984e+00	2.497011e+01	DNM3;FIS1;PEX19;OPA1;PEX11A;MX2;MUL1;MIEF1;MTFR2;TMCC1;MFF;DNM2
GO_Biological_Process_2021	cell cycle G2/M phase transition (GO:0044839)	39/131	1.389799e-03	1.605126e-01	0	0	1.853731e+00	1.219495e+01	DYNC1I2;BRSK2;DCTN1;CETN2;CUL1;ARPP19;CHEK2;CNTRL;CEP72;CEP192;PCNT;PHLDA1;NINL;YWHAG;CLASP1;CDK5RAP2;PLK3;DYNC1H1;CCDC57;CEP152;NDE1;PLK1;CDC25C;DYNLL1;TUBA4A;HAUS2;DNM2;CCNA2;NEDD1;AKAP9;FBXL3;CEP63;MAPRE1;PPP1R12B;CDK14;SFI1;OPTN;FBXL7;SDCCAG8
GO_Biological_Process_2021	DNA methylation (GO:0006306)	11/23	1.395498e-03	1.605126e-01	0	0	3.998054e+00	2.628522e+01	ATF7IP;KMT2E;HELLS;DNMT1;DNMT3L;EHMT2;ATRX;DNMT3A;METTL4;EHMT1;BAZ2A
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	57/209	1.429859e-03	1.609656e-01	0	0	1.641746e+00	1.075373e+01	CETN2;CCNF;EPS8;CHEK2;MYC;CDC27;CNTRL;NINL;PHLDA1;POLE;YWHAG;CDK5RAP2;DYNLL1;CDC25C;TUBA4A;HAUS2;DNM2;CCNA2;CCNE2;AKAP9;CEP63;MAPRE1;PPP1R12B;SFI1;OPTN;ANAPC1;SDCCAG8;DYNC1I2;BRSK2;CUL5;DCTN1;CAMK2A;CUL1;ARPP19;E2F1;CEP72;CEP192;PCNT;CLASP1;PLK3;DYNC1H1;CDKN2C;CCDC57;NDE1;CEP152;PLK1;INHBA;CUL4A;NEDD1;RPS6KB1;SPDYA;FBXL3;CRLF3;CDK14;FBXL7;CCNJL;CDKN3
GO_Biological_Process_2021	regulation of anatomical structure morphogenesis (GO:0022603)	37/123	1.480130e-03	1.631535e-01	0	0	1.881047e+00	1.225619e+01	BRSK2;CHRNA3;PLXND1;LRRK2;TNFAIP3;FGF2;CAMSAP1;BMPER;CAPZB;GPNMB;ZMYM4;ZMYM6;DAG1;KIF13B;PROK2;HMOX1;KIF1A;LRRC4C;PDLIM5;LZTS1;CLASP1;EPHB3;PPFIA2;SH3D19;EPHA4;SEMA4D;RC3H1;SRCIN1;TANC2;ARC;INF2;HECW1;NF1;CTNNB1;TNIK;PHLDB2;FGFR2
GO_Biological_Process_2021	cardiac muscle cell action potential (GO:0086001)	13/30	1.630227e-03	1.760313e-01	0	0	3.336040e+00	2.141416e+01	HCN4;KCND3;CACNA2D1;ATP1A2;CACNA1D;ANK2;CACNA1C;SLC8A1;CACNA1G;DMD;SCN3B;FGF12;SCN4B
GO_Biological_Process_2021	ciliary basal body-plasma membrane docking (GO:0097711)	30/95	1.739463e-03	1.816740e-01	0	0	2.016725e+00	1.281463e+01	DYNC1I2;C2CD3;DCTN1;CETN2;FBF1;CNTRL;CEP72;CEP192;NPHP4;PCNT;CC2D2A;NINL;YWHAG;CLASP1;CDK5RAP2;DYNC1H1;CEP152;NDE1;PLK1;KIF24;DYNLL1;HAUS2;TUBA4A;NEDD1;AKAP9;CEP63;MAPRE1;SFI1;SDCCAG8;CEP89
